履歴を	表示
低下に	関わる
関わる	見立ての
見立ての	学習環境の
学習環境の	構築
構築	日本老年医学会雑誌
日本老年医学会雑誌	第56巻第3号
第56巻第3号	2019年
2019年	248頁
248頁	56.248
doi:	10.3143/geriatrics.
10.3143/geriatrics.	56.248
56.248	0300-9173
ISSN	0300-9173
^阿部純一	認知科学
認知科学	日本大百科全書(ニッポニカ)』小学館
日本大百科全書(ニッポニカ)』小学館	閲覧
2025年	7月19日
7月19日	閲覧
閲覧	学際的基礎科学
認知心理学	人工知能
人工知能	学
学	言語学
言語学	認知神経科学
認知神経科学	哲学などに
哲学などに	またがる
またがる	学際的基礎科学
^人工知能学会	人工知能学事典共立出版
人工知能学事典共立出版	2005年
2005年	978-4320121072
ISBN	978-4320121072
^MassachusettsInstituteofTechnology	2025,p.ElectricalEngineering&ComputerScienceDepartment.
^ab人工知能学会	1997,p.
1997,p.	797(145).
^東京大学工学部電子情報工学科	2021,p.
2021,p.	電子情報工学科.
^東京大学工学部機械情報工学科	2021,p.
2021,p.	機械情報工学科.
^東京大学理学部情報科学科&東京大学大学院情報理工学系研究科コンピュータ科学専攻	2021,p.
2021,p.	機械学習.
人工知能と	機械学習.
^北原2010,p.	2033.
^仙石2017,p.	435.
^Muehlhauser	2013,p.
2013,p.	RussellandNorvigonFriendlyAI.
^abcdefghRussell&Norvig	2022,p.
2022,p.	1073.
^新村2018,p.	1505.
^Copeland	2023,p."artificialintelligence".
^市瀬2023,p.	第1回.
^松尾2021,p.	299.
^abcdef講談社	朝日新聞社VOYAGEGROUP
2017	人工知能
人工知能	IT用語が
IT用語が	わかる
わかる	辞典
辞典	朝日新聞社VOYAGEGROUP
^abc講談社	朝日新聞社VOYAGEGROUP
2017	自然言語処理
自然言語処理	辞典
IT用語が	わかる
わかる	辞典
辞典	朝日新聞社VOYAGEGROUP
^ab	AIデモサイト
どんな	文章も
文章も	要約する
3行に	要約する
要約する	AIデモサイト
AIデモサイト	閲覧.
東大松尾研発ベンチャーが	閲覧.
公開	匹敵”.ITmediaNEWS.
正確性は	匹敵”.ITmediaNEWS.
人間に	匹敵”.ITmediaNEWS.
匹敵”.ITmediaNEWS.	閲覧.
2021年9月	2日
2日	閲覧.
^abcdColeStryker	閲覧
EditorialLead,AIModels,Gather）,EdaKavlakoglu	2025年
ProgramManager）.	WhatisAI?”.IBM.
WhatisAI?”.IBM.	2025年
2025年	3月19日
3月19日	閲覧
^	28年版情報通信白書人工知能
総務省平成	28年版情報通信白書人工知能
28年版情報通信白書人工知能	2023年
AI研究の	歴史.www.soumu.go.jp.
歴史.www.soumu.go.jp.	2023年
2023年	6月
6月	18日
18日	閲覧
^ab	映像の
映像の	世紀バタフライエフェクトAI未来を
世紀バタフライエフェクトAI未来を	夢みた
夢みた	ふたりの
ふたりの	天才.NHK.
天才.NHK.	2025年
2025年	6月1日
6月1日	閲覧
^Marcus,Gary(	2024年
2024年	11月24日).
11月24日).	ThenewAIscalinglawshellgame.MarcusonAI.
ThenewAIscalinglawshellgame.MarcusonAI.	2024年
2024年	12月28日
12月28日	閲覧
^	第四回
第四回	今
今	体験してみよう
最も	熱い
熱い	ディープラーニングを
ディープラーニングを	体験してみよう
体験してみよう	5月30日閲覧.
2ページ”.エンタープライズ.	2015年
2015年	1月
1月	14日
14日	.2015年
.2015年	5月30日閲覧.
^	LettersignedbyElonMuskdemandingAIresearchpausesparkscontroversy.TheGuardian.
LettersignedbyElonMuskdemandingAIresearchpausesparkscontroversy.TheGuardian.	2023年
2023年	4月5日閲覧.
^	Musk,scientistscallforhalttoAIracesparkedbyChatGPT.TheAsahiShimbun.
Musk,scientistscallforhalttoAIracesparkedbyChatGPT.TheAsahiShimbun.	2023年
2023年	4月5日閲覧.
^	閲覧
10BreakthroughTechnologies2025(英語).MITTechnologyReview.	2025年
2025年	1月
1月	13日
13日	閲覧
^関口和一.	第4次AIブーム呼ぶ
第4次AIブーム呼ぶ	ChatGPT.www.jeri.or.jp.一般財団法人日本経済研究所.
ChatGPT.www.jeri.or.jp.一般財団法人日本経済研究所.	2023年
2023年	6月
6月	18日
18日	閲覧
^	Google
Google	機械学習システム
機械学習システム	TensorFlowを
TensorFlowを	閲覧
オープンソースで	閲覧
公開”.ITmediaNEWS.	2025年
2025年	7月18日
7月18日	閲覧
^Taylor,NickPaul(	2014年
2014年	10月
10月	6日).
6日).	閲覧
GooglejoinsBRAINInitiativetohelpwithpetabyte-scaledatasets(英語).FierceBiotech.	2025年
2025年	2月
2月	19日
19日	閲覧
^	国家を
国家を	あげて
あげて	推進する
脳研究を	推進する
推進する	米国の
米国の	BRAINInitiative-ISC
BRAINInitiative-ISC	2016”.TECH+（テックプラス(
2016”.TECH+（テックプラス(	2016年
2016年	8月10日
8月10日	).2025年
).2025年	2月
2月	19日
19日	閲覧
^	HotChips29-Googleの
HotChips29-Googleの	AIを
AIを	率いる
率いる	JeffDean氏が
JeffDean氏が	見据える
見据える	未来とは
未来とは	閲覧
”.TECH+（テックプラス(2017年9月	11日
11日	).2025年
).2025年	2月
2月	19日
19日	閲覧
^abc	AIforGood(英語).www.deeplearning.ai.
AIforGood(英語).www.deeplearning.ai.	2023年
2023年	7月25日
7月25日	閲覧
^	第13次五カ年計画
第13次五カ年計画	技術革新計画が
中国の	技術革新計画が
技術革新計画が	7日閲覧.
明らかに	7日閲覧.
”.人民網.	2016年
2016年	7月28日
7月28日	.2018年
.2018年	2月
2月	7日閲覧.
^Poo,Mu-ming;Du,Jiu-lin;Ip,NancyY;Xiong,Zhi-Qi;Xu,BoandTan,Tieniu(	2016),ChinaBrainProject:BasicNeuroscience,BrainDiseases,andBrain-InspiredComputing,Neuron,
2016),ChinaBrainProject:BasicNeuroscience,BrainDiseases,andBrain-InspiredComputing,Neuron,	92(3),591-96.
^	オール中国で
オール中国で	閲覧
AI推進”.日本経済新聞(	2017年
2017年	12月8日
12月8日	).2025年
).2025年	2月
2月	19日
19日	閲覧
^	中国が
中国が	選抜
18歳以下の	天才
天才	27人を
27人を	選抜
選抜	閲覧
AI兵器の	開発に
開発に	閲覧
投入”.Newsweek日本版(	2018年11月9日
2018年11月9日	).2025年
).2025年	2月
2月	19日
19日	閲覧
^	中国の
中国の	一党独裁
一党独裁	3月7日閲覧.
AI開発競争には	3月7日閲覧.
有利.ウォール・ストリート・ジャーナル.	2018年
2018年	2月
2月	26日
26日	.2018年
.2018年	3月7日閲覧.
^	AI開発レースで
AI開発レースで	危うし
中国猛追	危うし
米企業の	リード
リード	危うし
危うし	7日閲覧.
.ウォール・ストリート・ジャーナル.	2018年
2018年	1月
1月	19日
19日	.2018年
.2018年	2月
2月	7日閲覧.
^	中国の
中国の	超AI監視社会－－新疆ウイグル自治区では
超AI監視社会－－新疆ウイグル自治区では	7日閲覧.
体内まで	7日閲覧.
監視!”.集英社.	2018年
2018年	2月3日
2月3日	.2018年
.2018年	2月
2月	7日閲覧.
^	Green500の
Green500の	1位から
1位から	見た
見た	コンピューターヘゲモニー.宇部興産.
コンピューターヘゲモニー.宇部興産.	2018年
2018年	3月7日閲覧.
^	中国
中国	新疆ウイグル自治区で
新疆ウイグル自治区で	テスト
顔認識システム運用を	テスト
テスト	7日閲覧.
指定地域から	離れると
300m以上	離れると
離れると	7日閲覧.
当局に	7日閲覧.
警告”.Engadget.	2018年
